sale_id,employee_id,customer_id,product_id,sales_channel,quantity,discount_percentage,payment_method,subtotal,discount_amount,total,year,month,day,hour
289,88,126,54,Online,12,4.84,Tarjeta,5898.24,285.47,5612.77,2024,1,5,6
290,9,130,107,Tienda física,16,3.85,Paypal,936.8,36.07,900.73,2023,10,5,18
291,16,53,193,Distribuidor,14,9.48,Efectivo,5278.84,500.43,4778.41,2024,2,23,10
292,65,172,51,Online,8,8.78,Tarjeta,5235.44,459.67,4775.77,2025,7,13,21
293,11,218,181,Tienda física,13,3.15,Tarjeta,5560.62,175.16,5385.46,2023,9,24,2
294,87,160,36,Distribuidor,2,3.02,Tarjeta,1512.38,45.67,1466.71,2024,5,7,4
295,44,198,115,Distribuidor,5,11.84,Tarjeta,3194.15,378.19,2815.96,2023,8,6,14
296,44,416,26,Tienda física,15,24.53,Transferencia,947.55,232.43,715.12,2025,12,13,2
297,51,247,29,Distribuidor,19,2.63,Efectivo,14608.72,384.21,14224.51,2023,3,11,2
298,64,324,149,Online,4,14.82,Paypal,2547.08,377.48,2169.6,2023,11,5,23
299,87,439,11,Online,7,17.0,Tarjeta,4943.47,840.39,4103.08,2023,4,14,2
300,87,203,40,Online,18,3.67,Tarjeta,10360.08,380.21,9979.87,2023,4,3,4
301,87,184,11,Distribuidor,6,11.68,Tarjeta,4237.26,494.91,3742.35,2025,4,5,5
302,76,123,164,Distribuidor,18,4.2,Tarjeta,7473.78,313.9,7159.88,2023,7,22,22
303,92,401,113,Tienda física,5,11.27,Transferencia,988.85,111.44,877.41,2024,5,8,18
304,13,255,187,Tienda física,9,15.3,Efectivo,5342.58,817.41,4525.17,2023,6,20,17
305,59,294,39,Tienda física,8,0.01,Efectivo,5662.32,0.57,5661.75,2025,6,12,8
306,75,280,54,Tienda física,15,3.32,Transferencia,7372.8,244.78,7128.02,2025,9,10,0
307,81,325,98,Tienda física,2,20.24,Paypal,1457.74,295.05,1162.69,2025,9,18,3
308,91,372,55,Distribuidor,12,22.5,Tarjeta,5873.28,1321.49,4551.79,2024,5,25,22
309,26,98,111,Tienda física,17,0.79,Efectivo,8692.44,68.67,8623.77,2023,6,3,21
310,51,198,152,Distribuidor,5,11.08,Paypal,530.6,58.79,471.81,2024,1,1,10
311,27,470,150,Online,17,3.34,Efectivo,13184.52,440.36,12744.16,2024,8,29,1
312,12,395,69,Online,11,7.47,Paypal,8744.56,653.22,8091.34,2024,5,18,22
313,88,240,56,Online,2,3.89,Paypal,965.14,37.54,927.6,2025,11,5,8
314,1,144,33,Tienda física,2,18.88,Tarjeta,303.24,57.25,245.99,2025,11,30,22
315,54,97,36,Online,5,16.59,Efectivo,3780.95,627.26,3153.69,2024,8,29,4
316,76,201,148,Online,3,16.85,Tarjeta,1689.81,284.73,1405.08,2023,8,7,16
317,4,124,81,Online,17,2.22,Tarjeta,6811.56,151.22,6660.34,2025,9,2,14
318,19,187,190,Distribuidor,8,4.67,Efectivo,2649.12,123.71,2525.41,2024,1,5,13
319,70,326,109,Distribuidor,7,5.14,Transferencia,818.93,42.09,776.84,2025,8,6,20
320,13,464,154,Tienda física,19,6.49,Paypal,4768.05,309.45,4458.6,2024,3,30,7
321,72,349,194,Online,18,18.25,Efectivo,13533.66,2469.89,11063.77,2025,2,15,20
322,86,259,73,Tienda física,17,9.09,Efectivo,8141.81,740.09,7401.72,2025,11,12,20
323,84,148,40,Tienda física,12,21.22,Tarjeta,6906.72,1465.61,5441.11,2025,4,23,10
324,19,252,17,Tienda física,16,22.24,Paypal,311.36,69.25,242.11,2025,5,12,23
325,89,443,129,Tienda física,15,16.56,Tarjeta,4908.9,812.91,4095.99,2024,4,11,22
326,99,420,61,Distribuidor,13,13.58,Efectivo,9002.5,1222.54,7779.96,2024,8,16,0
327,46,403,171,Online,17,21.06,Efectivo,6240.53,1314.26,4926.27,2025,10,9,23
328,11,346,104,Online,10,19.87,Tarjeta,3245.7,644.92,2600.78,2023,8,11,11
329,86,451,42,Tienda física,9,8.31,Tarjeta,1077.39,89.53,987.86,2024,1,19,0
330,57,147,25,Distribuidor,11,8.38,Transferencia,3649.25,305.81,3343.44,2024,11,13,16
331,94,148,39,Tienda física,6,2.89,Tarjeta,4246.74,122.73,4124.01,2024,4,26,19
332,90,352,35,Tienda física,8,10.29,Tarjeta,1803.2,185.55,1617.65,2023,12,15,11
333,40,199,131,Distribuidor,14,10.22,Paypal,9067.66,926.71,8140.95,2025,7,9,21
334,1,308,108,Distribuidor,13,14.17,Efectivo,6062.55,859.06,5203.49,2023,7,9,12
335,84,489,172,Distribuidor,13,7.81,Tarjeta,10154.82,793.09,9361.73,2025,10,14,1
336,22,417,179,Tienda física,18,16.13,Tarjeta,8901.72,1435.85,7465.87,2023,5,1,18
337,13,424,102,Distribuidor,16,7.21,Tarjeta,6525.6,470.5,6055.1,2024,2,19,10
338,20,128,98,Online,9,15.85,Efectivo,6559.83,1039.73,5520.1,2024,5,8,0
339,73,39,12,Online,9,16.07,Transferencia,1610.1,258.74,1351.36,2023,1,16,9
340,54,338,19,Online,18,4.83,Paypal,7263.72,350.84,6912.88,2025,7,29,19
341,90,360,101,Distribuidor,9,0.18,Tarjeta,6386.4,11.5,6374.9,2025,10,22,21
342,54,129,44,Tienda física,15,19.34,Paypal,8422.95,1629.0,6793.95,2024,7,6,23
343,97,267,187,Tienda física,2,3.01,Tarjeta,1187.24,35.74,1151.5,2024,11,19,15
344,70,476,49,Online,11,7.77,Efectivo,5992.03,465.58,5526.45,2025,2,28,18
345,89,441,189,Online,7,11.13,Paypal,2233.77,248.62,1985.15,2023,12,2,1
346,79,473,17,Online,11,9.64,Transferencia,214.06,20.64,193.42,2024,1,7,21
347,33,434,74,Distribuidor,14,10.15,Tarjeta,5064.92,514.09,4550.83,2025,9,4,7
348,84,151,57,Distribuidor,10,24.29,Efectivo,3536.1,858.92,2677.18,2024,9,27,8
349,95,415,55,Online,16,13.79,Paypal,7831.04,1079.9,6751.14,2023,9,18,12
350,16,478,47,Distribuidor,17,24.5,Paypal,9774.32,2394.71,7379.61,2025,2,25,6
351,81,298,12,Distribuidor,8,15.21,Efectivo,1431.2,217.69,1213.51,2023,9,13,18
352,89,99,62,Online,10,0.09,Paypal,2629.3,2.37,2626.93,2024,10,6,12
353,90,263,80,Online,7,19.6,Paypal,5087.11,997.07,4090.04,2024,5,24,0
354,81,252,83,Online,8,11.83,Efectivo,3464.32,409.83,3054.49,2025,1,20,5
355,1,144,8,Distribuidor,17,5.78,Transferencia,9697.14,560.49,9136.65,2023,4,4,23
356,90,346,149,Distribuidor,4,0.34,Tarjeta,2547.08,8.66,2538.42,2024,8,9,2
357,97,112,81,Tienda física,16,24.59,Efectivo,6410.88,1576.44,4834.44,2024,12,7,16
358,16,500,118,Tienda física,6,5.26,Transferencia,1105.86,58.17,1047.69,2024,12,24,10
359,11,60,198,Tienda física,13,11.95,Paypal,6621.03,791.21,5829.82,2025,8,31,16
360,50,369,200,Tienda física,3,1.43,Efectivo,565.77,8.09,557.68,2025,9,17,20
361,79,2,25,Tienda física,8,18.79,Paypal,2654.0,498.69,2155.31,2023,2,9,10
362,68,385,89,Distribuidor,11,7.02,Tarjeta,7398.16,519.35,6878.81,2025,7,2,14
363,46,304,12,Tienda física,15,8.45,Paypal,2683.5,226.76,2456.74,2023,9,24,8
364,50,254,143,Distribuidor,7,15.55,Transferencia,1244.04,193.45,1050.59,2025,10,21,1
365,72,140,59,Distribuidor,4,4.49,Paypal,549.24,24.66,524.58,2023,5,16,11
366,70,453,154,Tienda física,1,7.72,Tarjeta,250.95,19.37,231.58,2025,2,10,9
367,66,37,109,Tienda física,10,0.44,Transferencia,1169.9,5.15,1164.75,2024,4,29,18
368,45,160,26,Tienda física,1,0.13,Tarjeta,63.17,0.08,63.09,2024,4,5,3
369,21,9,47,Tienda física,14,16.83,Efectivo,8049.44,1354.72,6694.72,2025,2,20,6
370,79,233,32,Online,4,12.61,Transferencia,2940.4,370.78,2569.62,2025,2,28,18
371,87,99,10,Tienda física,9,17.61,Efectivo,3378.06,594.88,2783.18,2025,10,28,3
372,21,147,16,Online,7,20.31,Efectivo,3935.47,799.29,3136.18,2024,1,9,13
373,16,304,199,Online,18,20.73,Tarjeta,1967.4,407.84,1559.56,2025,6,15,12
374,38,208,145,Tienda física,10,11.11,Paypal,6831.4,758.97,6072.43,2024,1,22,3
375,91,131,151,Distribuidor,17,12.47,Transferencia,4068.44,507.33,3561.11,2024,5,5,9
376,44,404,26,Online,12,4.46,Paypal,758.04,33.81,724.23,2024,3,9,20
377,19,152,86,Distribuidor,16,0.65,Efectivo,8998.24,58.49,8939.75,2024,7,26,8
378,94,54,135,Online,3,7.54,Transferencia,158.31,11.94,146.37,2025,6,4,21
379,56,120,14,Tienda física,7,0.33,Efectivo,4668.3,15.41,4652.89,2023,6,14,14
380,13,161,79,Online,1,9.55,Transferencia,561.86,53.66,508.2,2025,12,23,1
381,75,408,117,Distribuidor,12,16.12,Tarjeta,7737.48,1247.28,6490.2,2024,10,23,4
382,64,116,7,Distribuidor,7,4.8,Efectivo,1340.99,64.37,1276.62,2024,9,10,4
383,25,75,137,Online,4,10.36,Tarjeta,1548.24,160.4,1387.84,2025,2,2,18
384,72,113,115,Distribuidor,8,24.1,Tarjeta,5110.64,1231.66,3878.98,2023,12,13,21
385,16,456,176,Distribuidor,16,21.15,Transferencia,7170.88,1516.64,5654.24,2024,4,30,10
386,100,420,72,Online,6,10.93,Tarjeta,4058.94,443.64,3615.3,2025,11,8,10
387,99,422,59,Online,6,8.06,Efectivo,823.86,66.4,757.46,2025,3,17,13
388,27,104,82,Distribuidor,12,9.09,Efectivo,1835.52,166.85,1668.67,2024,9,8,9
389,22,340,116,Distribuidor,16,6.86,Paypal,8293.12,568.91,7724.21,2024,5,19,20
390,45,254,167,Online,7,24.73,Tarjeta,3931.13,972.17,2958.96,2024,3,3,13
391,84,227,146,Tienda física,19,19.86,Efectivo,8677.87,1723.42,6954.45,2024,11,2,22
392,66,112,187,Distribuidor,13,13.95,Transferencia,7717.06,1076.53,6640.53,2024,3,19,16
393,45,473,103,Distribuidor,14,6.03,Tarjeta,9583.84,577.91,9005.93,2025,4,10,2
394,34,99,17,Online,11,4.95,Paypal,214.06,10.6,203.46,2024,2,1,11
395,86,153,14,Tienda física,16,21.36,Paypal,10670.4,2279.2,8391.2,2023,8,13,0
396,54,349,159,Distribuidor,3,23.27,Tarjeta,678.87,157.97,520.9,2025,9,18,1
397,64,402,152,Distribuidor,2,21.2,Transferencia,212.24,44.99,167.25,2025,10,15,11
398,40,384,108,Distribuidor,19,12.24,Tarjeta,8860.65,1084.54,7776.11,2025,5,17,2
399,57,366,188,Online,13,6.39,Efectivo,3055.52,195.25,2860.27,2024,8,20,16
400,16,338,45,Distribuidor,7,16.41,Efectivo,1801.73,295.66,1506.07,2025,9,27,14
401,22,194,98,Online,10,3.38,Efectivo,7288.7,246.36,7042.34,2023,5,15,15
402,22,310,131,Tienda física,11,21.81,Efectivo,7124.59,1553.87,5570.72,2023,10,28,14
403,94,163,37,Tienda física,4,11.68,Paypal,2264.32,264.47,1999.85,2024,9,10,7
404,43,208,171,Tienda física,10,0.68,Transferencia,3670.9,24.96,3645.94,2023,4,16,1
405,57,445,168,Online,11,3.16,Transferencia,4065.93,128.48,3937.45,2023,1,9,0
406,89,169,183,Online,15,5.32,Efectivo,4669.2,248.4,4420.8,2025,2,14,14
407,98,484,108,Online,4,22.12,Paypal,1865.4,412.63,1452.77,2024,5,11,3
408,43,161,39,Distribuidor,8,9.59,Tarjeta,5662.32,543.02,5119.3,2025,8,30,15
409,38,68,15,Tienda física,1,5.84,Transferencia,427.21,24.95,402.26,2025,2,20,12
410,57,289,120,Online,9,12.64,Efectivo,1433.16,181.15,1252.01,2023,12,20,22
411,97,398,4,Tienda física,9,5.18,Efectivo,5478.48,283.79,5194.69,2024,9,25,9
412,25,277,93,Tienda física,10,1.72,Tarjeta,1069.8,18.4,1051.4,2024,4,16,2
413,33,304,153,Distribuidor,12,21.33,Tarjeta,363.48,77.53,285.95,2023,6,21,2
414,79,404,141,Tienda física,5,10.28,Paypal,3799.5,390.59,3408.91,2024,2,13,19
415,90,384,161,Distribuidor,9,2.22,Paypal,2455.83,54.52,2401.31,2024,11,9,3
416,57,392,16,Online,10,22.19,Transferencia,5622.1,1247.54,4374.56,2025,10,20,14
417,27,135,170,Tienda física,15,0.0,Transferencia,2932.05,0.0,2932.05,2025,11,20,3
418,42,195,108,Distribuidor,16,4.81,Transferencia,7461.6,358.9,7102.7,2023,11,18,14
419,53,401,126,Online,1,1.79,Tarjeta,710.42,12.72,697.7,2024,2,12,16
420,2,128,194,Online,16,8.16,Tarjeta,12029.92,981.64,11048.28,2023,3,18,16
421,51,33,55,Tienda física,6,23.45,Transferencia,2936.64,688.64,2248.0,2024,12,8,14
422,2,176,170,Distribuidor,13,22.79,Transferencia,2541.11,579.12,1961.99,2025,10,30,15
423,94,460,34,Tienda física,8,12.17,Efectivo,1921.92,233.9,1688.02,2025,7,2,16
424,5,443,158,Distribuidor,1,8.35,Efectivo,181.73,15.17,166.56,2025,2,25,4
425,10,371,13,Tienda física,2,21.2,Efectivo,906.52,192.18,714.34,2025,2,22,0
426,65,470,141,Distribuidor,12,7.58,Efectivo,9118.8,691.21,8427.59,2025,7,27,6
427,99,375,18,Online,5,16.86,Tarjeta,1928.95,325.22,1603.73,2023,9,21,9
428,8,22,160,Distribuidor,13,19.38,Efectivo,1639.04,317.65,1321.39,2023,3,15,5
429,79,238,96,Tienda física,7,7.84,Efectivo,2555.63,200.36,2355.27,2024,2,13,15
430,64,158,123,Online,5,23.92,Efectivo,744.6,178.11,566.49,2025,12,24,14
431,91,38,39,Online,8,7.03,Efectivo,5662.32,398.06,5264.26,2025,11,7,14
432,72,230,46,Tienda física,19,5.43,Transferencia,1495.49,81.21,1414.28,2025,6,24,9
433,99,365,29,Tienda física,14,17.41,Efectivo,10764.32,1874.07,8890.25,2023,6,1,0
434,35,51,190,Tienda física,15,20.52,Paypal,4967.1,1019.25,3947.85,2023,3,19,21
435,53,438,62,Tienda física,10,10.03,Transferencia,2629.3,263.72,2365.58,2024,5,19,15
436,70,264,185,Tienda física,3,9.96,Efectivo,838.11,83.48,754.63,2025,1,20,8
437,49,283,16,Online,2,5.79,Efectivo,1124.42,65.1,1059.32,2023,8,26,10
438,94,27,184,Distribuidor,13,24.76,Tarjeta,6711.51,1661.77,5049.74,2025,5,27,17
439,3,226,121,Tienda física,3,19.61,Transferencia,1323.24,259.49,1063.75,2024,3,15,3
440,46,277,10,Online,17,21.5,Paypal,6380.78,1371.87,5008.91,2025,12,26,9
441,86,286,158,Tienda física,4,23.98,Transferencia,726.92,174.32,552.6,2023,4,29,22
442,62,97,153,Online,18,10.07,Efectivo,545.22,54.9,490.32,2023,7,24,19
443,66,284,103,Distribuidor,5,13.76,Transferencia,3422.8,470.98,2951.82,2024,6,24,12
444,59,367,84,Distribuidor,4,12.13,Transferencia,2280.92,276.68,2004.24,2025,4,9,5
445,34,448,133,Tienda física,2,2.75,Efectivo,383.68,10.55,373.13,2025,7,1,9
446,19,481,65,Distribuidor,1,14.27,Paypal,207.58,29.62,177.96,2023,5,21,3
447,58,453,177,Tienda física,19,21.47,Efectivo,817.76,175.57,642.19,2023,9,21,16
448,94,317,3,Tienda física,14,8.91,Efectivo,1563.1,139.27,1423.83,2023,8,6,11
449,81,304,173,Online,4,12.62,Tarjeta,2584.92,326.22,2258.7,2024,2,1,18
450,35,147,142,Tienda física,10,17.8,Efectivo,1430.5,254.63,1175.87,2024,9,14,13
451,56,4,120,Online,7,8.0,Tarjeta,1114.68,89.17,1025.51,2024,1,9,17
452,21,35,158,Online,8,8.19,Transferencia,1453.84,119.07,1334.77,2024,11,25,9
453,64,192,68,Online,16,21.59,Efectivo,4871.84,1051.83,3820.01,2023,4,30,5
454,8,49,146,Distribuidor,3,3.16,Efectivo,1370.19,43.3,1326.89,2023,10,8,12
455,81,17,190,Online,3,7.38,Transferencia,993.42,73.31,920.11,2024,10,31,2
456,38,172,37,Online,1,0.45,Efectivo,566.08,2.55,563.53,2023,10,30,4
457,53,220,153,Tienda física,2,2.08,Transferencia,60.58,1.26,59.32,2025,9,29,0
458,35,158,176,Tienda física,15,11.21,Transferencia,6722.7,753.61,5969.09,2025,3,19,7
459,75,477,193,Tienda física,4,2.12,Efectivo,1508.24,31.97,1476.27,2023,10,23,2
460,38,46,181,Distribuidor,6,9.5,Transferencia,2566.44,243.81,2322.63,2023,5,8,23
461,33,373,73,Distribuidor,16,21.79,Paypal,7662.88,1669.74,5993.14,2025,7,6,6
462,92,6,143,Distribuidor,11,3.01,Efectivo,1954.92,58.84,1896.08,2023,8,13,19
463,9,99,49,Online,16,7.22,Paypal,8715.68,629.27,8086.41,2024,3,15,12
464,81,380,121,Distribuidor,3,13.26,Efectivo,1323.24,175.46,1147.78,2025,4,8,17
465,21,233,88,Online,10,6.28,Efectivo,3880.0,243.66,3636.34,2025,4,16,23
466,34,37,196,Distribuidor,7,19.33,Paypal,1656.41,320.18,1336.23,2023,6,16,4
467,94,280,140,Distribuidor,6,3.55,Transferencia,3400.02,120.7,3279.32,2023,2,23,7
468,20,349,187,Tienda física,15,5.04,Paypal,8904.3,448.78,8455.52,2025,3,11,4
469,98,497,37,Online,13,24.62,Paypal,7359.04,1811.8,5547.24,2023,4,22,23
470,54,302,61,Distribuidor,14,0.91,Transferencia,9695.0,88.22,9606.78,2024,7,14,12
471,90,181,171,Tienda física,9,17.99,Paypal,3303.81,594.36,2709.45,2024,5,11,17
472,8,95,124,Distribuidor,8,15.89,Tarjeta,2210.48,351.25,1859.23,2025,4,25,12
473,70,99,198,Distribuidor,14,18.13,Tarjeta,7130.34,1292.73,5837.61,2023,1,18,15
474,99,188,39,Distribuidor,19,1.47,Paypal,13448.01,197.69,13250.32,2025,3,30,23
475,72,481,184,Tienda física,2,4.98,Paypal,1032.54,51.42,981.12,2023,7,13,5
476,58,116,63,Distribuidor,7,22.59,Tarjeta,4382.49,990.0,3392.49,2024,12,15,1
477,14,191,46,Tienda física,3,7.6,Efectivo,236.13,17.95,218.18,2025,7,20,5
478,16,253,88,Distribuidor,15,8.6,Tarjeta,5820.0,500.52,5319.48,2025,9,17,8
479,3,469,11,Distribuidor,8,24.5,Paypal,5649.68,1384.17,4265.51,2023,9,9,4
480,92,416,62,Tienda física,18,3.47,Efectivo,4732.74,164.23,4568.51,2025,4,24,5
481,89,471,77,Distribuidor,8,14.95,Paypal,3397.92,507.99,2889.93,2023,8,22,0
482,26,161,153,Tienda física,5,18.29,Efectivo,151.45,27.7,123.75,2023,3,22,4
483,65,256,199,Online,17,12.78,Efectivo,1858.1,237.47,1620.63,2024,8,12,0
484,68,323,52,Tienda física,17,0.47,Efectivo,13083.88,61.49,13022.39,2023,10,9,16
485,5,128,4,Distribuidor,12,3.27,Transferencia,7304.64,238.86,7065.78,2023,8,22,21
486,27,18,59,Tienda física,10,20.54,Transferencia,1373.1,282.03,1091.07,2024,8,29,18
487,19,281,72,Online,3,11.62,Transferencia,2029.47,235.82,1793.65,2023,2,4,8
488,42,490,148,Distribuidor,13,17.98,Paypal,7322.51,1316.59,6005.92,2023,7,9,6
489,26,223,93,Online,16,2.33,Transferencia,1711.68,39.88,1671.8,2024,9,26,18
490,59,54,63,Distribuidor,5,4.2,Transferencia,3130.35,131.47,2998.88,2024,6,17,17
491,34,58,54,Tienda física,5,3.35,Tarjeta,2457.6,82.33,2375.27,2025,8,2,13
492,57,323,117,Distribuidor,1,7.63,Paypal,644.79,49.2,595.59,2024,8,22,3
493,75,360,110,Distribuidor,18,1.61,Transferencia,8106.84,130.52,7976.32,2024,1,20,17
494,79,174,74,Tienda física,5,2.0,Tarjeta,1808.9,36.18,1772.72,2024,3,14,17
495,99,280,107,Online,2,24.53,Efectivo,117.1,28.72,88.38,2023,11,13,10
496,21,114,57,Tienda física,3,8.17,Transferencia,1060.83,86.67,974.16,2023,3,28,7
497,78,288,169,Distribuidor,13,2.78,Transferencia,1830.53,50.89,1779.64,2023,4,18,3
498,1,431,3,Online,15,4.79,Paypal,1674.75,80.22,1594.53,2024,6,7,15
499,97,342,120,Online,2,16.31,Transferencia,318.48,51.94,266.54,2024,9,1,8
500,65,151,6,Distribuidor,9,24.36,Efectivo,608.58,148.25,460.33,2025,1,7,16
501,11,450,5,Online,3,17.24,Efectivo,1353.12,233.28,1119.84,2024,12,20,23
502,34,127,5,Tienda física,7,7.54,Paypal,3157.28,238.06,2919.22,2024,8,21,13
503,56,155,54,Online,19,18.8,Transferencia,9338.88,1755.71,7583.17,2024,1,6,16
504,35,490,47,Distribuidor,17,13.68,Tarjeta,9774.32,1337.13,8437.19,2024,6,20,17
505,62,386,177,Online,13,5.93,Efectivo,559.52,33.18,526.34,2024,12,8,16
506,16,474,9,Online,5,2.26,Paypal,1999.55,45.19,1954.36,2023,9,2,20
507,84,273,99,Tienda física,1,0.23,Efectivo,426.97,0.98,425.99,2023,1,21,6
508,86,104,20,Distribuidor,12,23.76,Paypal,6037.92,1434.61,4603.31,2023,12,30,12
509,3,417,122,Distribuidor,11,7.26,Transferencia,2118.27,153.79,1964.48,2023,8,12,10
510,45,393,61,Distribuidor,19,17.11,Transferencia,13157.5,2251.25,10906.25,2023,6,17,18
511,53,299,123,Distribuidor,17,17.76,Paypal,2531.64,449.62,2082.02,2025,12,5,14
512,91,246,163,Distribuidor,13,19.7,Paypal,8434.53,1661.6,6772.93,2025,12,12,16
513,3,176,178,Distribuidor,18,15.05,Paypal,1924.02,289.57,1634.45,2024,1,4,0
514,19,39,82,Tienda física,16,19.65,Tarjeta,2447.36,480.91,1966.45,2023,4,6,4
515,8,477,62,Distribuidor,9,12.49,Transferencia,2366.37,295.56,2070.81,2023,2,8,8
516,50,170,145,Distribuidor,2,15.6,Tarjeta,1366.28,213.14,1153.14,2023,5,14,8
517,13,247,3,Distribuidor,2,23.4,Paypal,223.3,52.25,171.05,2025,11,25,21
518,2,26,160,Online,13,16.32,Transferencia,1639.04,267.49,1371.55,2023,4,4,21
519,78,355,13,Online,16,9.73,Transferencia,7252.16,705.64,6546.52,2023,3,24,9
520,97,306,120,Distribuidor,18,22.33,Transferencia,2866.32,640.05,2226.27,2025,7,6,21
521,44,409,125,Tienda física,17,23.94,Efectivo,8525.16,2040.92,6484.24,2024,7,5,16
522,42,408,89,Tienda física,2,4.11,Paypal,1345.12,55.28,1289.84,2024,2,12,1
523,99,13,73,Distribuidor,17,8.27,Transferencia,8141.81,673.33,7468.48,2025,7,3,23
524,8,316,68,Tienda física,12,3.41,Tarjeta,3653.88,124.6,3529.28,2024,2,10,20
525,88,391,142,Tienda física,16,24.25,Tarjeta,2288.8,555.03,1733.77,2023,11,8,22
526,62,313,101,Distribuidor,3,3.53,Paypal,2128.8,75.15,2053.65,2025,8,19,20
527,22,36,98,Tienda física,2,9.37,Transferencia,1457.74,136.59,1321.15,2024,8,9,10
528,19,173,11,Online,4,7.9,Transferencia,2824.84,223.16,2601.68,2025,7,5,11
529,26,20,105,Distribuidor,10,9.52,Paypal,4368.5,415.88,3952.62,2024,1,20,1
530,42,321,184,Tienda física,4,17.68,Paypal,2065.08,365.11,1699.97,2023,6,14,19
531,79,264,67,Online,4,13.51,Paypal,64.68,8.74,55.94,2023,1,9,23
532,2,494,123,Distribuidor,4,8.92,Transferencia,595.68,53.13,542.55,2023,9,1,8
533,53,400,29,Tienda física,19,24.79,Transferencia,14608.72,3621.5,10987.22,2025,8,6,14
534,73,142,137,Online,6,20.02,Paypal,2322.36,464.94,1857.42,2025,3,3,13
535,45,460,195,Online,17,24.42,Transferencia,2929.95,715.49,2214.46,2023,12,2,6
536,46,371,153,Tienda física,17,17.09,Transferencia,514.93,88.0,426.93,2024,3,31,14
537,27,471,76,Tienda física,4,16.83,Transferencia,2249.0,378.51,1870.49,2024,12,25,6
538,70,143,170,Online,17,13.43,Transferencia,3322.99,446.28,2876.71,2025,4,16,1
539,35,92,9,Distribuidor,5,9.65,Efectivo,1999.55,192.96,1806.59,2023,8,9,6
540,51,354,40,Tienda física,12,8.82,Efectivo,6906.72,609.17,6297.55,2024,6,17,9
541,64,322,25,Tienda física,15,17.83,Efectivo,4976.25,887.27,4088.98,2023,1,23,4
542,76,288,5,Online,2,7.82,Transferencia,902.08,70.54,831.54,2025,2,20,1
543,97,215,139,Online,8,12.8,Tarjeta,3872.0,495.62,3376.38,2025,4,7,3
544,22,447,187,Distribuidor,19,2.05,Tarjeta,11278.78,231.21,11047.57,2023,9,17,22
545,84,342,124,Online,15,0.55,Tarjeta,4144.65,22.8,4121.85,2023,5,28,2
546,58,51,38,Tienda física,6,10.25,Efectivo,333.72,34.21,299.51,2023,6,22,7
547,66,153,72,Online,7,17.31,Paypal,4735.43,819.7,3915.73,2025,7,29,20
548,76,186,133,Distribuidor,2,9.34,Paypal,383.68,35.84,347.84,2025,2,18,15
549,58,63,176,Tienda física,6,15.56,Tarjeta,2689.08,418.42,2270.66,2024,8,19,11
550,65,190,90,Tienda física,18,12.49,Paypal,3626.64,452.97,3173.67,2025,9,6,20
551,68,125,146,Distribuidor,3,7.1,Transferencia,1370.19,97.28,1272.91,2024,4,6,6
552,21,150,198,Tienda física,1,23.66,Transferencia,509.31,120.5,388.81,2024,9,21,7
553,11,314,37,Online,5,17.48,Efectivo,2830.4,494.75,2335.65,2025,5,15,8
554,14,58,60,Tienda física,11,17.25,Transferencia,3881.79,669.61,3212.18,2024,10,30,20
555,22,342,176,Distribuidor,17,21.44,Tarjeta,7619.06,1633.53,5985.53,2025,8,26,8
556,98,305,28,Distribuidor,3,19.35,Paypal,2314.59,447.87,1866.72,2025,11,8,11
557,8,180,197,Online,8,4.1,Transferencia,4106.0,168.35,3937.65,2023,8,2,17
558,83,170,81,Online,15,6.66,Efectivo,6010.2,400.28,5609.92,2025,7,21,11
559,51,326,114,Online,1,7.53,Transferencia,482.38,36.32,446.06,2023,12,20,14
560,81,271,40,Tienda física,9,8.42,Tarjeta,5180.04,436.16,4743.88,2025,3,7,1
561,38,54,45,Tienda física,17,9.65,Tarjeta,4375.63,422.25,3953.38,2023,12,21,22
562,57,491,62,Distribuidor,11,14.3,Efectivo,2892.23,413.59,2478.64,2025,8,30,23
563,65,444,93,Online,9,14.35,Transferencia,962.82,138.16,824.66,2025,1,18,21
564,100,101,115,Online,10,17.63,Paypal,6388.3,1126.26,5262.04,2024,3,28,9
565,26,481,186,Tienda física,16,16.09,Tarjeta,7710.72,1240.65,6470.07,2025,8,17,11
566,91,264,67,Online,16,9.19,Tarjeta,258.72,23.78,234.94,2025,4,23,6
567,87,53,56,Tienda física,10,2.86,Tarjeta,4825.7,138.02,4687.68,2025,11,1,20
568,8,60,40,Online,9,20.01,Tarjeta,5180.04,1036.53,4143.51,2023,4,3,11
569,73,492,98,Distribuidor,1,21.47,Transferencia,728.87,156.49,572.38,2023,10,30,22
570,46,108,40,Distribuidor,19,10.78,Efectivo,10935.64,1178.86,9756.78,2023,3,20,22
571,13,5,91,Distribuidor,12,17.04,Paypal,2206.68,376.02,1830.66,2023,7,5,14
572,66,103,33,Distribuidor,6,24.62,Transferencia,909.72,223.97,685.75,2024,3,21,12
573,22,196,6,Online,10,0.65,Paypal,676.2,4.4,671.8,2024,4,25,19
574,2,262,147,Tienda física,11,15.94,Paypal,2939.53,468.56,2470.97,2024,10,10,6
575,65,365,80,Distribuidor,18,8.22,Efectivo,13081.14,1075.27,12005.87,2023,1,18,9
576,89,480,168,Tienda física,17,24.92,Transferencia,6283.71,1565.9,4717.81,2024,2,16,19
577,16,372,92,Online,18,8.72,Tarjeta,7280.64,634.87,6645.77,2025,3,21,10
